Id,SalePrice
1461,126000.03384449976
1462,159418.6132357412
1463,177812.04139063138
1464,183166.64900114067
1465,200470.96355932162
1466,173063.46674092876
1467,157903.08752651612
1468,168669.52701641864
1469,188342.05380048396
1470,123162.10794633185
1471,203528.03694964384
1472,95181.09220196203
1473,96040.41159999624
1474,154351.12360115082
1475,145432.26469316447
1476,426828.59456252534
1477,275974.7235117484
1478,308489.22954031656
1479,294815.05898416793
1480,490469.8386428474
1481,329490.00450281246
1482,205389.3150014261
1483,172927.86137718923
1484,173367.01774997546
1485,178050.0393511266
1486,196538.08546295756
1487,374954.26368607447
1488,237803.18835118334
1489,200361.27685766944
1490,234311.35700687204
1491,197738.10223917096
1492,90444.60856963869
1493,188975.5476460456
1494,310645.0887769997
1495,320290.7405510384
1496,239414.20835984737
1497,177130.69574023405
1498,165885.55716609748
1499,166273.29001854948
1500,145356.758860041
1501,169687.98573191563
1502,159153.22813329738
1503,307483.75444396207
1504,221662.05602868533
1505,214555.76077895335
1506,186715.55686162374
1507,237651.79995673077
1508,210661.4323438075
1509,165161.15884928615
1510,145184.9005829418
1511,145017.75523893096
1512,173734.89749033717
1513,149711.12586146238
1514,163124.4631646575
1515,205964.56145782626
1516,166219.64480096052
1517,165495.0426304811
1518,145300.45392885993
1519,231952.5398071264
1520,134953.8428046382
1521,138212.931257076
1522,166293.85121677673
1523,109666.88501635569
1524,124059.97792338341
1525,129340.15518605648
1526,122139.67692449031
1527,105156.0189299979
1528,131559.22941797067
1529,145253.3145967837
1530,183970.33824103512
1531,106613.60650308026
1532,99324.92814002342
1533,149337.06374733552
1534,112255.37359954188
1535,169546.3787638291
1536,112351.92991611255
1537,78327.22621383227
1538,182440.17074330454
1539,238163.93300633825
1540,98650.14893626288
1541,148085.43930560845
1542,130555.13724034041
1543,216850.36175043322
1544,84586.53660084397
1545,100901.40899283596
1546,125314.04902408893
1547,128102.42885328729
1548,131791.48430889915
1549,110459.26258290748
1550,129193.89800578555
1551,112852.55924768033
1552,126989.57508409025
1553,170664.8896712887
1554,109274.08973727134
1555,169176.42015020447
1556,80887.26741846063
1557,118031.61392297749
1558,96192.95236589974
1559,80008.95897446238
1560,120544.71680288944
1561,134690.1109602018
1562,124717.86757572426
1563,118939.2442636845
1564,163763.46397120552
1565,161934.70167628865
1566,239264.6475789961
1567,80617.56988733259
1568,226702.50798388256
1569,143504.97925691237
1570,144817.9436216829
1571,129602.20418933625
1572,150428.86677544867
1573,278370.0470379856
1574,122908.22913517481
1575,241436.69511140726
1576,230824.79255151827
1577,192746.10311641623
1578,152712.83478941233
1579,146430.50840419286
1580,193007.45608937493
1581,154083.63686053356
1582,122390.24402420348
1583,345862.043298372
1584,236926.39080310566
1585,139676.54555698982
1586,83507.76835060555
1587,102930.24431264972
1588,152476.78749887948
1589,106709.98424069195
1590,133330.34782043553
1591,91330.98712948884
1592,115756.90390900656
1593,125733.89870341319
1594,111106.5178658579
1595,117750.39272705806
1596,245730.19541530104
1597,178521.74884946694
1598,214739.0032949717
1599,198356.55684317942
1600,194487.95507723195
1601,72452.85726306456
1602,114483.8659071244
1603,81481.73542305571
1604,285037.86085685994
1605,274228.36084616254
1606,163482.0197187879
1607,192658.86318240032
1608,204993.3817393291
1609,192525.11009119367
1610,144977.46579751116
1611,149435.13706815414
1612,176334.33370253618
1613,164290.453872053
1614,125192.83077942404
1615,87245.74962590872
1616,72278.71673272226
1617,96574.20679954672
1618,116654.82717516403
1619,148911.3352262174
1620,147315.38440435485
1621,138298.98599865378
1622,137784.07159249685
1623,303158.8773089987
1624,225498.31507528658
1625,128690.30962850254
1626,165394.15943184504
1627,185835.18452508308
1628,310603.0300903995
1629,179263.39326261665
1630,372052.9341026732
1631,214766.79757390675
1632,240021.76759236093
1633,168970.8786674899
1634,176131.1592282462
1635,183509.3669537352
1636,145961.2585062609
1637,192897.94774791802
1638,219182.68467642905
1639,182000.73506228917
1640,257551.62015078161
1641,181940.65596896285
1642,228307.43642391567
1643,229722.38919383203
1644,223480.8618932174
1645,180977.29301872337
1646,154367.03610359022
1647,175515.78894690413
1648,130651.67729468475
1649,140376.89379788414
1650,112140.61803476505
1651,125793.73231024604
1652,100647.5353764834
1653,97572.85590827234
1654,153374.45358910685
1655,157745.7089551839
1656,148558.4271264805
1657,153374.45358910685
1658,149563.62237768533
1659,147172.57699138919
1660,157110.05584128856
1661,448736.40258338075
1662,472633.89163579483
1663,392723.3324438395
1664,385519.72116784944
1665,316157.33986744034
1666,338226.9355543596
1667,365872.74895497115
1668,323364.7585793456
1669,311958.80420321896
1670,348343.37786914327
1671,259152.17041020852
1672,469252.333069086
1673,301089.9425731136
1674,241530.28002388467
1675,168409.2588557554
1676,172018.49550640408
1677,205470.3341582537
1678,457075.0442263837
1679,392340.23722067854
1680,342583.4293265287
1681,256079.52031821737
1682,310506.36766023305
1683,181117.6479178764
1684,183880.1661763206
1685,175892.54560277486
1686,173107.71010934594
1687,166808.66676972574
1688,187812.01674159465
1689,192384.5539989375
1690,198227.98756433534
1691,181384.80174519442
1692,281375.22982248355
1693,168147.92853517484
1694,175692.32275283828
1695,161741.44894829838
1696,292624.4549270909
1697,161479.33809025344
1698,382728.23993733193
1699,327055.1353103717
1700,250092.8071055968
1701,281869.23968004185
1702,249531.44705561092
1703,236261.16498322994
1704,291332.2238422385
1705,241263.23578152465
1706,448896.7320808723
1707,212679.25635686977
1708,195849.22979624136
1709,286892.1723304269
1710,215062.40847613427
1711,258783.50139981587
1712,257649.38349346217
1713,261323.17856601527
1714,212855.6993728812
1715,202012.70352703368
1716,181553.96528411962
1717,178744.79282625244
1718,129915.04823571337
1719,210421.7515650277
1720,251133.11359004222
1721,183933.7162848734
1722,133715.99663856337
1723,156166.62186815697
1724,207507.93897611473
1725,240382.9740289112
1726,185885.554868253
1727,146898.30272986603
1728,191804.74116487557
1729,165281.26278846184
1730,165728.9470625662
1731,120883.53084578726
1732,136015.92554293395
1733,119037.92116919855
1734,120948.0003501608
1735,132887.69447327073
1736,107735.39252222796
1737,376077.32538403576
1738,218253.87023834515
1739,306169.129643612
1740,203926.7541033545
1741,178825.4190189541
1742,167568.5853633429
1743,178282.13582902684
1744,295155.5949358072
1745,219563.177805469
1746,249633.86817530738
1747,230344.76840298218
1748,231986.60737679445
1749,151633.09801707466
1750,133251.53155223053
1751,262796.62842953106
1752,114543.0329317781
1753,151157.16584239053
1754,204862.78273210503
1755,171797.1641295188
1756,115359.2461475063
1757,119623.42146970196
1758,151171.96951507957
1759,160662.30283411132
1760,161104.31463976693
1761,142115.43394610967
1762,166891.7570856965
1763,179222.89494954914
1764,117919.9961812216
1765,184699.87672348463
1766,175833.67464155564
1767,217567.39546386054
1768,151842.97066736466
1769,186108.41017602987
1770,149758.49968287884
1771,134242.6739210099
1772,147552.98744975345
1773,133006.28040310447
1774,140718.40340696467
1775,138559.71051663646
1776,130310.85500493481
1777,109906.15240221223
1778,151268.99313378602
1779,110448.33289112138
1780,189115.0069884565
1781,133913.04116390628
1782,91315.21383251718
1783,143760.9011023338
1784,104953.9184903233
1785,123633.0015227593
1786,167250.94859413302
1787,159961.60298653232
1788,70698.50695582382
1789,117042.59172061963
1790,95249.53299320783
1791,185666.44361982023
1792,156991.84651457268
1793,131888.47787204516
1794,147230.3213791071
1795,137383.9175860658
1796,133469.63193388755
1797,113707.00149506988
1798,120806.07906018363
1799,104864.18080389408
1800,134619.0769275778
1801,127930.69342820167
1802,138768.91234889635
1803,155586.90387680184
1804,142785.5971129602
1805,140053.15222654212
1806,119865.99361714847
1807,133923.90040050805
1808,130866.27493003763
1809,126053.27961328825
1810,132229.37405760758
1811,94683.16480670143
